tourist_destination,review_post
Heritage Hill and Nature Park Garden,This place is amazing another good place to visit when you're in Baguio.
Heritage Hill and Nature Park Garden,"They say it's one of the haunted place in Baguio City the reason I was very curious to visit. But since everyone heard about it, a lot of people are already flocking the area especially on weekends and holidays. I did not see any ghosts, however, I enjoyed the tour because of its rich history and architecture. A must visit for old stuff enthusiasts."
Heritage Hill and Nature Park Garden,Its so cool place hahah
Heritage Hill and Nature Park Garden,I love the view and the vibe of the place
Heritage Hill and Nature Park Garden,Not worth going!! Don’t waste your time here! Half the park is fenced off by the groundskeepers. Not sure if they just made the back house their residence or what? …More
Heritage Hill and Nature Park Garden,The building  still standing but they're not allowing people to get inside the building.. pay parkint lang babayaran..
Heritage Hill and Nature Park Garden,I love the story behind this old diplomat hotel
Heritage Hill and Nature Park Garden,Cool! Very busy site... Got a good view of baguio
Heritage Hill and Nature Park Garden,"Lots of tourists lately. You can't feel the ""scary vibe"" inside no more unless you go at night 😉 Still no entrance fees so it's a go-to place for backpackers."
Heritage Hill and Nature Park Garden,"Building is temporarily closed for renovations. If you're wondering there are no food stalls, but you can bring your own food, and there's comfort rooms too!"
Heritage Hill and Nature Park Garden,"As soon as you enter the gate, there's this vibes that would tell you it's haunted. I wasn't that scared too much since there were a lot of people when we came but I can tell that some rooms had creepy vibes. We roamed all over the place and the building was very old as hell lol. Each rooms has it's own story to tell. I suggest going there past 4PM if you want to give your visit a thrill. 💀"
Heritage Hill and Nature Park Garden,"A historical place/building.Rich in story.In the morning or afternoon, it's not that scary. It's look like a place for overlooking or meditation.On the right side when you fronting the lobby, it is closed and renovated exclusive for meetings etc etc.On the left side, that's the place where you can start a short walk up to the roof top.Too many rooms to explore.No entrance fee.They have a parking area.6am-6pm"
Heritage Hill and Nature Park Garden,Eerie and beautiful. This place offers a nice view of Baguio City as well. Explore the area and go into each nook and cranny.
Heritage Hill and Nature Park Garden,Nice place to visit. Overview of the capital. Free entrance. Free parking.
Heritage Hill and Nature Park Garden,"A great historical place, well maintain and well protected, quite and clean, should not missed this place if your visiting Baguio."
Heritage Hill and Nature Park Garden,"Also called the Diplomat Hotel. Previously an old church seminary, camp during the war,  then a converted hotel, and now a haunted (?) or heritage building of the city. An old ruin with some partial renovations. A good 360° view of Baguio City. Entrance is free."
Heritage Hill and Nature Park Garden,The place is still amazing tho visitor's are not allowed to enter the building anymore. :(
Heritage Hill and Nature Park Garden,Main building is currently closed due to falling debris and you only get to see the outside part of it.
Heritage Hill and Nature Park Garden,Spooky and cold.. nice exploration for this historical haunted building.
Heritage Hill and Nature Park Garden,You can't enter but it's good to experience it if you haven't.
Heritage Hill and Nature Park Garden,creepy tho great view on the rooftop IG worthy
Heritage Hill and Nature Park Garden,"Free entrance and good for picture taking, although expect lots of photobombers. If you fascinate abandoned places,  this is a must-go. I just wish the history of the place were written somewhere so guests will have an idea."
Heritage Hill and Nature Park Garden,"Nice place, creepy, but people love to take photo"
Heritage Hill and Nature Park Garden,"An eerily beautiful building located in Baguio City. It has an entrance fee of ₱10 and parking charges. As of writing this review, people aren't still allowed to enter the building due to falling debris, but the place is still worth the visit!"
Heritage Hill and Nature Park Garden,The rooftop view is pretty good and the history of the place is quite interesting. Not spooky enough imo.
Heritage Hill and Nature Park Garden,"This is one of the tourist attraction in baguio. One can ride a jeep or taxi to get to the place.   Aside from the old diplomat hotel and its horror stories, you can also find the big 10 commandments and ark of the covenant.It is best to visit in the early in the morning or late in the afternoon. The guard is also very accomodating and tells you stories of the place."
